"","county","state","fips","forest.area","land.water","pct.forest","year"
"1215","Wicomico","Maryland",24045,"114,937","243,865",47.13,2018
"1216","Worcester","Maryland",24047,"135,230","310,164",43.6,2018
"1217","Baltimore City","Maryland",24510,"2,012","52,084",3.86,2018
"1218","Barnstable","Massachusetts",25001,"101,205","265,002",38.19,2018
"1219","Berkshire","Massachusetts",25003,"470,642","605,641",77.71,2018
"1220","Bristol","Massachusetts",25005,"177,677","369,527",48.08,2018
"1221","Dukes","Massachusetts",25007,"28,307","70,423",40.2,2018
"1222","Essex","Massachusetts",25009,"128,414","331,522",38.73,2018
"1223","Franklin","Massachusetts",25011,"377,125","463,776",81.32,2018
"1224","Hampden","Massachusetts",25013,"298,751","405,810",73.62,2018
"1225","Hampshire","Massachusetts",25015,"209,691","349,074",60.07,2018
"1226","Middlesex","Massachusetts",25017,"241,902","541,993",44.63,2018
"1227","Nantucket","Massachusetts",25019,"13,450","31,205",43.1,2018
"1228","Norfolk","Massachusetts",25021,"108,748","261,402",41.6,2018
"1229","Plymouth","Massachusetts",25023,"211,874","442,064",47.93,2018
"1230","Suffolk","Massachusetts",25025,"0","38,420",0,2018
"1231","Worcester","Massachusetts",25027,"642,332","1,010,616",63.56,2018
"1232","Alcona","Michigan",26001,"298,415","444,102",67.2,2018
"1233","Alger","Michigan",26003,"545,521","598,935",91.08,2018
"1234","Allegan","Michigan",26005,"163,972","539,157",30.41,2018
"1235","Alpena","Michigan",26007,"270,805","380,815",71.11,2018
"1236","Antrim","Michigan",26009,"170,636","335,954",50.79,2018
"1237","Arenac","Michigan",26011,"104,636","235,611",44.41,2018
"1238","Baraga","Michigan",26013,"558,535","587,151",95.13,2018
"1239","Barry","Michigan",26015,"130,668","369,334",35.38,2018
"1240","Bay","Michigan",26017,"60,158","286,773",20.98,2018
"1241","Benzie","Michigan",26019,"129,784","222,410",58.35,2018
"1242","Berrien","Michigan",26021,"101,047","371,036",27.23,2018
"1243","Branch","Michigan",26023,"85,561","332,290",25.75,2018
"1244","Calhoun","Michigan",26025,"93,162","459,748",20.26,2018
"1245","Cass","Michigan",26027,"80,220","325,297",24.66,2018
"1246","Charlevoix","Michigan",26029,"174,706","290,244",60.19,2018
"1247","Cheboygan","Michigan",26031,"362,714","509,257",71.22,2018
"1248","Chippewa","Michigan",26033,"786,727","1,009,734",77.91,2018
"1249","Clare","Michigan",26035,"221,149","368,123",60.07,2018
"1250","Clinton","Michigan",26037,"49,629","367,706",13.5,2018
"1251","Crawford","Michigan",26039,"319,188","360,524",88.53,2018
"1252","Delta","Michigan",26041,"611,330","754,858",80.99,2018
"1253","Dickinson","Michigan",26043,"370,291","497,323",74.46,2018
"1254","Eaton","Michigan",26045,"74,467","370,751",20.09,2018
"1255","Emmet","Michigan",26047,"213,047","309,079",68.93,2018
"1256","Genesee","Michigan",26049,"93,914","415,661",22.59,2018
"1257","Gladwin","Michigan",26051,"254,617","330,313",77.08,2018
"1258","Gogebic","Michigan",26053,"670,368","732,220",91.55,2018
"1259","Grand Traverse","Michigan",26055,"214,897","313,714",68.5,2018
"1260","Gratiot","Michigan",26057,"48,193","365,797",13.17,2018
"1261","Hillsdale","Michigan",26059,"91,174","388,511",23.47,2018
"1262","Houghton","Michigan",26061,"577,310","666,635",86.6,2018
"1263","Huron","Michigan",26063,"90,875","536,756",16.93,2018
"1264","Ingham","Michigan",26065,"65,306","358,889",18.2,2018
"1265","Ionia","Michigan",26067,"82,301","371,298",22.17,2018
"1266","Iosco","Michigan",26069,"222,444","362,557",61.35,2018
"1267","Iron","Michigan",26071,"704,049","775,061",90.84,2018
"1268","Isabella","Michigan",26073,"130,270","369,711",35.24,2018
"1269","Jackson","Michigan",26075,"138,522","463,118",29.91,2018
"1270","Kalamazoo","Michigan",26077,"144,619","371,399",38.94,2018
"1271","Kalkaska","Michigan",26079,"290,263","365,297",79.46,2018
"1272","Kent","Michigan",26081,"197,531","558,017",35.4,2018
"1273","Keweenaw","Michigan",26083,"363,465","358,641",101.35,2018
"1274","Lake","Michigan",26085,"370,522","367,707",100.77,2018
"1275","Lapeer","Michigan",26087,"142,906","424,259",33.68,2018
"1276","Leelanau","Michigan",26089,"137,999","239,987",57.5,2018
"1277","Lenawee","Michigan",26091,"78,362","487,209",16.08,2018
"1278","Livingston","Michigan",26093,"92,554","374,682",24.7,2018
"1279","Luce","Michigan",26095,"533,246","593,370",89.87,2018
"1280","Mackinac","Michigan",26097,"618,932","681,263",90.85,2018
"1281","Macomb","Michigan",26099,"66,347","309,711",21.42,2018
"1282","Manistee","Michigan",26101,"232,495","356,347",65.24,2018
"1283","Marquette","Michigan",26103,"1,052,817","1,196,384",88,2018
"1284","Mason","Michigan",26105,"214,651","326,557",65.73,2018
"1285","Mecosta","Michigan",26107,"101,912","365,525",27.88,2018
"1286","Menominee","Michigan",26109,"513,815","673,135",76.33,2018
"1287","Midland","Michigan",26111,"146,061","337,930",43.22,2018
"1288","Missaukee","Michigan",26113,"207,582","367,232",56.53,2018
"1289","Monroe","Michigan",26115,"59,122","354,340",16.69,2018
"1290","Montcalm","Michigan",26117,"159,554","461,406",34.58,2018
"1291","Montmorency","Michigan",26119,"276,583","360,051",76.82,2018
"1292","Muskegon","Michigan",26121,"182,879","337,572",54.17,2018
"1293","Newaygo","Michigan",26123,"347,854","551,475",63.08,2018
"1294","Oakland","Michigan",26125,"163,621","580,658",28.18,2018
"1295","Oceana","Michigan",26127,"188,912","349,597",54.04,2018
"1296","Ogemaw","Michigan",26129,"203,959","367,782",55.46,2018
"1297","Ontonagon","Michigan",26131,"664,111","850,345",78.1,2018
"1298","Osceola","Michigan",26133,"217,825","366,776",59.39,2018
"1299","Oscoda","Michigan",26135,"338,354","365,779",92.5,2018
"1300","Otsego","Michigan",26137,"278,994","336,654",82.87,2018
"1301","Ottawa","Michigan",26139,"107,331","369,148",29.08,2018
"1302","Presque Isle","Michigan",26141,"295,469","438,116",67.44,2018
"1303","Roscommon","Michigan",26143,"267,524","371,088",72.09,2018
"1304","Saginaw","Michigan",26145,"96,020","522,157",18.39,2018
"1305","St. Clair","Michigan",26147,"119,370","464,075",25.72,2018
"1306","St. Joseph","Michigan",26149,"97,354","333,540",29.19,2018
"1307","Sanilac","Michigan",26151,"122,159","616,835",19.8,2018
"1308","Schoolcraft","Michigan",26153,"576,409","781,715",73.74,2018
"1309","Shiawassee","Michigan",26155,"39,301","346,128",11.35,2018
"1310","Tuscola","Michigan",26157,"130,111","521,099",24.97,2018
"1311","Van Buren","Michigan",26159,"101,956","398,851",25.56,2018
"1312","Washtenaw","Michigan",26161,"99,021","462,321",21.42,2018
"1313","Wayne","Michigan",26163,"34,461","394,774",8.73,2018
"1314","Wexford","Michigan",26165,"271,070","368,463",73.57,2018
"1315","Aitkin","Minnesota",27001,"821,218","1,277,095",64.3,2018
"1316","Anoka","Minnesota",27003,"61,008","285,483",21.37,2018
"1317","Becker","Minnesota",27005,"310,124","924,890",33.53,2018
"1318","Beltrami","Minnesota",27007,"1,017,128","1,955,395",52.02,2018
"1319","Benton","Minnesota",27009,"43,674","264,398",16.52,2018
"1320","Big Stone","Minnesota",27011,"5,956","337,945",1.76,2018
"1321","Blue Earth","Minnesota",27013,"30,130","490,072",6.15,2018
"1322","Brown","Minnesota",27015,"16,746","395,695",4.23,2018
"1323","Carlton","Minnesota",27017,"331,257","560,189",59.13,2018
"1324","Carver","Minnesota",27019,"15,033","240,656",6.25,2018
"1325","Cass","Minnesota",27021,"850,178","1,544,771",55.04,2018
"1326","Chippewa","Minnesota",27023,"5,392","376,106",1.43,2018
"1327","Chisago","Minnesota",27025,"61,447","283,169",21.7,2018
"1328","Clay","Minnesota",27027,"24,308","673,765",3.61,2018
"1329","Clearwater","Minnesota",27029,"311,538","659,029",47.27,2018
"1330","Cook","Minnesota",27031,"924,056","1,027,654",89.92,2018
"1331","Cottonwood","Minnesota",27033,"4,839","415,106",1.17,2018
"1332","Crow Wing","Minnesota",27035,"364,112","740,227",49.19,2018
"1333","Dakota","Minnesota",27037,"42,244","375,305",11.26,2018
"1334","Dodge","Minnesota",27039,"18,970","281,372",6.74,2018
"1335","Douglas","Minnesota",27041,"50,369","460,773",10.93,2018
"1336","Faribault","Minnesota",27043,"9,224","462,060",2,2018
"1337","Fillmore","Minnesota",27045,"94,014","551,812",17.04,2018
"1338","Freeborn","Minnesota",27047,"3,612","462,388",0.78,2018
"1339","Goodhue","Minnesota",27049,"71,868","499,480",14.39,2018
"1340","Grant","Minnesota",27051,"6,593","368,333",1.79,2018
"1341","Hennepin","Minnesota",27053,"36,998","388,368",9.53,2018
"1342","Houston","Minnesota",27055,"147,082","364,041",40.4,2018
"1343","Hubbard","Minnesota",27057,"383,208","639,700",59.9,2018
"1344","Isanti","Minnesota",27059,"75,186","289,051",26.01,2018
"1345","Itasca","Minnesota",27061,"1,379,287","1,873,822",73.61,2018
"1346","Jackson","Minnesota",27063,"11,664","460,309",2.53,2018
"1347","Kanabec","Minnesota",27065,"147,394","341,498",43.16,2018
"1348","Kandiyohi","Minnesota",27067,"42,435","551,837",7.69,2018
"1349","Kittson","Minnesota",27069,"98,365","706,314",13.93,2018
"1350","Koochiching","Minnesota",27071,"1,767,898","2,018,820",87.57,2018
"1351","Lac qui Parle","Minnesota",27073,"18,166","497,912",3.65,2018
"1352","Lake","Minnesota",27075,"1,296,404","1,464,271",88.54,2018
"1353","Lake of the Woods","Minnesota",27077,"564,216","1,136,104",49.66,2018
"1354","Le Sueur","Minnesota",27079,"22,184","303,268",7.31,2018
"1355","Lincoln","Minnesota",27081,"2,219","350,995",0.63,2018
"1356","Lyon","Minnesota",27083,"1,585","461,865",0.34,2018
"1357","McLeod","Minnesota",27085,"8,637","323,579",2.67,2018
"1358","Mahnomen","Minnesota",27087,"112,745","373,082",30.22,2018
"1359","Marshall","Minnesota",27089,"180,549","1,160,326",15.56,2018
"1360","Martin","Minnesota",27091,"4,747","466,856",1.02,2018
"1361","Meeker","Minnesota",27093,"17,951","412,770",4.35,2018
"1362","Mille Lacs","Minnesota",27095,"133,947","436,231",30.71,2018
"1363","Morrison","Minnesota",27097,"228,800","738,162",31,2018
"1364","Mower","Minnesota",27099,"3,387","455,351",0.74,2018
"1365","Murray","Minnesota",27101,"4,505","460,461",0.98,2018
"1366","Nicollet","Minnesota",27103,"17,956","298,750",6.01,2018
"1367","Nobles","Minnesota",27105,"0","462,437",0,2018
"1368","Norman","Minnesota",27107,"20,825","561,212",3.71,2018
"1369","Olmsted","Minnesota",27109,"57,217","418,957",13.66,2018
"1370","Otter Tail","Minnesota",27111,"200,864","1,423,797",14.11,2018
"1371","Pennington","Minnesota",27113,"39,338","395,648",9.94,2018
"1372","Pine","Minnesota",27115,"559,679","918,034",60.96,2018
"1373","Pipestone","Minnesota",27117,"0","298,231",0,2018
"1374","Polk","Minnesota",27119,"71,112","1,278,478",5.56,2018
"1375","Pope","Minnesota",27121,"21,899","458,973",4.77,2018
"1376","Ramsey","Minnesota",27123,"2,143","108,798",1.97,2018
"1377","Red Lake","Minnesota",27125,"32,583","276,819",11.77,2018
"1378","Redwood","Minnesota",27127,"10,488","564,293",1.86,2018
"1379","Renville","Minnesota",27129,"13,463","631,796",2.13,2018
"1380","Rice","Minnesota",27131,"46,566","330,208",14.1,2018
"1381","Rock","Minnesota",27133,"0","308,922",0,2018
"1382","Roseau","Minnesota",27135,"281,964","1,074,090",26.25,2018
"1383","St. Louis","Minnesota",27137,"3,159,600","4,310,110",73.31,2018
"1384","Scott","Minnesota",27139,"35,181","235,617",14.93,2018
"1385","Sherburne","Minnesota",27141,"79,822","288,573",27.66,2018
"1386","Sibley","Minnesota",27143,"21,075","384,444",5.48,2018
"1387","Stearns","Minnesota",27145,"91,203","889,588",10.25,2018
"1388","Steele","Minnesota",27147,"5,561","276,675",2.01,2018
"1389","Stevens","Minnesota",27149,"9,310","368,147",2.53,2018
"1390","Swift","Minnesota",27151,"15,651","481,404",3.25,2018
"1391","Todd","Minnesota",27153,"148,457","626,777",23.69,2018
"1392","Traverse","Minnesota",27155,"909","374,891",0.24,2018
"1393","Wabasha","Minnesota",27157,"86,732","351,750",24.66,2018
"1394","Wadena","Minnesota",27159,"113,682","347,512",32.71,2018
"1395","Waseca","Minnesota",27161,"10,132","277,064",3.66,2018
"1396","Washington","Minnesota",27163,"54,437","270,852",20.1,2018
"1397","Watonwan","Minnesota",27165,"6,546","281,444",2.33,2018
"1398","Wilkin","Minnesota",27167,"6,714","480,974",1.4,2018
"1399","Winona","Minnesota",27169,"162,473","410,606",39.57,2018
"1400","Wright","Minnesota",27171,"47,095","457,074",10.3,2018
"1401","Yellow Medicine","Minnesota",27173,"6,132","488,532",1.26,2018
"1402","Adams","Mississippi",28001,"207,104","311,299",66.53,2018
"1403","Alcorn","Mississippi",28003,"161,407","256,827",62.85,2018
"1404","Amite","Mississippi",28005,"385,569","468,268",82.34,2018
"1405","Attala","Mississippi",28007,"380,383","471,661",80.65,2018
"1406","Benton","Mississippi",28009,"197,856","261,520",75.66,2018
"1407","Bolivar","Mississippi",28011,"151,717","579,685",26.17,2018
"1408","Calhoun","Mississippi",28013,"253,024","376,274",67.24,2018
"1409","Carroll","Mississippi",28015,"312,193","406,125",76.87,2018
"1410","Chickasaw","Mississippi",28017,"157,223","322,749",48.71,2018
"1411","Choctaw","Mississippi",28019,"229,419","268,699",85.38,2018
"1412","Claiborne","Mississippi",28021,"245,917","320,769",76.66,2018
"1413","Clarke","Mississippi",28023,"365,620","443,796",82.38,2018
"1414","Clay","Mississippi",28025,"161,900","266,272",60.8,2018
"1415","Coahoma","Mississippi",28027,"68,108","373,177",18.25,2018
"1416","Copiah","Mississippi",28029,"419,646","498,924",84.11,2018
"1417","Covington","Mississippi",28031,"132,909","265,569",50.05,2018
"1418","DeSoto","Mississippi",28033,"114,807","318,166",36.08,2018
"1419","Forrest","Mississippi",28035,"207,500","300,932",68.95,2018
"1420","Franklin","Mississippi",28037,"322,534","362,751",88.91,2018
"1421","George","Mississippi",28039,"211,773","309,506",68.42,2018
"1422","Greene","Mississippi",28041,"401,285","459,955",87.24,2018
"1423","Grenada","Mississippi",28043,"149,558","287,605",52,2018
"1424","Hancock","Mississippi",28045,"202,559","310,388",65.26,2018
"1425","Harrison","Mississippi",28047,"277,122","375,699",73.76,2018
"1426","Hinds","Mississippi",28049,"248,886","561,433",44.33,2018
"1427","Holmes","Mississippi",28051,"363,842","489,148",74.38,2018
"1428","Humphreys","Mississippi",28053,"61,641","275,977",22.34,2018
"1429","Issaquena","Mississippi",28055,"140,916","282,505",49.88,2018
"1430","Itawamba","Mississippi",28057,"293,451","345,872",84.84,2018
"1431","Jackson","Mississippi",28059,"338,843","476,865",71.06,2018
"1432","Jasper","Mississippi",28061,"325,452","433,572",75.06,2018
"1433","Jefferson","Mississippi",28063,"273,690","337,409",81.12,2018
"1434","Jefferson Davis","Mississippi",28065,"190,254","261,841",72.66,2018
"1435","Jones","Mississippi",28067,"301,637","447,809",67.36,2018
"1436","Kemper","Mississippi",28069,"415,755","490,888",84.69,2018
"1437","Lafayette","Mississippi",28071,"272,003","434,625",62.58,2018
"1438","Lamar","Mississippi",28073,"227,802","320,315",71.12,2018
"1439","Lauderdale","Mississippi",28075,"336,020","457,781",73.4,2018
"1440","Lawrence","Mississippi",28077,"197,772","278,925",70.91,2018
"1441","Leake","Mississippi",28079,"293,305","374,711",78.28,2018
"1442","Lee","Mississippi",28081,"95,461","290,046",32.91,2018
"1443","Leflore","Mississippi",28083,"74,541","388,061",19.21,2018
"1444","Lincoln","Mississippi",28085,"304,322","376,430",80.84,2018
"1445","Lowndes","Mississippi",28087,"136,363","330,544",41.25,2018
"1446","Madison","Mississippi",28089,"257,918","474,695",54.33,2018
"1447","Marion","Mississippi",28091,"259,125","351,103",73.8,2018
"1448","Marshall","Mississippi",28093,"243,544","454,339",53.6,2018
"1449","Monroe","Mississippi",28095,"293,327","494,035",59.37,2018
"1450","Montgomery","Mississippi",28097,"222,589","261,035",85.27,2018
"1451","Neshoba","Mississippi",28099,"304,996","365,845",83.37,2018
"1452","Newton","Mississippi",28101,"300,750","370,932",81.08,2018
"1453","Noxubee","Mississippi",28103,"308,041","448,053",68.75,2018
"1454","Oktibbeha","Mississippi",28105,"241,164","295,637",81.57,2018
"1455","Panola","Mississippi",28107,"213,212","451,313",47.24,2018
"1456","Pearl River","Mississippi",28109,"361,798","524,071",69.04,2018
"1457","Perry","Mississippi",28111,"358,150","416,123",86.07,2018
"1458","Pike","Mississippi",28113,"169,222","262,838",64.38,2018
"1459","Pontotoc","Mississippi",28115,"170,355","320,656",53.13,2018
"1460","Prentiss","Mississippi",28117,"171,690","267,654",64.15,2018
"1461","Quitman","Mississippi",28119,"44,789","260,110",17.22,2018
"1462","Rankin","Mississippi",28121,"318,174","515,869",61.68,2018
"1463","Scott","Mississippi",28123,"289,836","390,657",74.19,2018
"1464","Sharkey","Mississippi",28125,"114,456","278,340",41.12,2018
"1465","Simpson","Mississippi",28127,"265,861","377,967",70.34,2018
"1466","Smith","Mississippi",28129,"299,505","407,854",73.43,2018
"1467","Stone","Mississippi",28131,"247,411","286,798",86.27,2018
"1468","Sunflower","Mississippi",28133,"14,796","452,524",3.27,2018
"1469","Tallahatchie","Mississippi",28135,"145,489","417,363",34.86,2018
"1470","Tate","Mississippi",28137,"120,175","262,994",45.7,2018
"1471","Tippah","Mississippi",28139,"235,195","294,382",79.89,2018
"1472","Tishomingo","Mississippi",28141,"192,590","284,510",67.69,2018
"1473","Tunica","Mississippi",28143,"76,904","307,720",24.99,2018
"1474","Union","Mississippi",28145,"118,622","266,819",44.46,2018
"1475","Walthall","Mississippi",28147,"196,656","258,821",75.98,2018
"1476","Warren","Mississippi",28149,"216,591","396,152",54.67,2018
"1477","Washington","Mississippi",28151,"51,623","487,134",10.6,2018
"1478","Wayne","Mississippi",28153,"404,168","520,672",77.62,2018
"1479","Webster","Mississippi",28155,"179,229","270,920",66.16,2018
"1480","Wilkinson","Mississippi",28157,"393,648","440,076",89.45,2018
"1481","Winston","Mississippi",28159,"288,665","390,435",73.93,2018
"1482","Yalobusha","Mississippi",28161,"245,315","316,807",77.43,2018
"1483","Yazoo","Mississippi",28163,"299,903","597,975",50.15,2018
"1484","Adair","Missouri",29001,"86,578","364,372",23.76,2018
"1485","Andrew","Missouri",29003,"31,689","279,338",11.34,2018
"1486","Atchison","Missouri",29005,"37,622","350,377",10.74,2018
"1487","Audrain","Missouri",29007,"59,055","446,036",13.24,2018
"1488","Barry","Missouri",29009,"208,021","506,181",41.1,2018
"1489","Barton","Missouri",29011,"73,731","381,907",19.31,2018
"1490","Bates","Missouri",29013,"113,455","544,712",20.83,2018
"1491","Benton","Missouri",29015,"251,093","481,630",52.13,2018
"1492","Bollinger","Missouri",29017,"194,787","397,592",48.99,2018
"1493","Boone","Missouri",29019,"164,673","442,258",37.23,2018
"1494","Buchanan","Missouri",29021,"43,178","265,397",16.27,2018
"1495","Butler","Missouri",29023,"130,153","447,276",29.1,2018
"1496","Caldwell","Missouri",29025,"15,797","274,974",5.74,2018
"1497","Callaway","Missouri",29027,"212,932","542,208",39.27,2018
"1498","Camden","Missouri",29029,"248,113","453,763",54.68,2018
"1499","Cape Girardeau","Missouri",29031,"116,619","375,339",31.07,2018
"1500","Carroll","Missouri",29033,"41,429","448,846",9.23,2018
"1501","Carter","Missouri",29035,"268,819","325,764",82.52,2018
